"transactionID","accountID","transactionAmountUSD","transactionCurrencyCode","transactionDate","transactionScenario","transactionType","cardType","paymentBillingState","paymentBillingCountryCode","merchantIndustry"
"48A52443-DBF4-4BAF-B0F4-192A35C8D429","A844428049173242",147.16,"USD",2013-05-04,"A","P","VISA","NM","US","TELECOM"
"AE32BCA9-B891-42BF-98DC-30938580B499","A985157026739492",0,"USD",2013-06-12,"A","P","VISA","DE","US","BANK"
"A653F0CC-54D0-4BD9-81B6-4DC7A85F2174","A844427548488573",6.23,"USD",2013-08-22,"A","P",NA,NA,"US","PETROL"
"5CE57069-0390-42B2-8598-0F512160C7E0","A1055520525515710",0,"USD",2013-04-05,"A","P","VISA","IN","US","PETROL"
"4DE976D3-C9AF-4AD8-8421-69037E8CF6D7","A985157009420496",151.54,"USD",2013-07-16,"A","P","MC","TX","US","BANK"
"AD6C4C57-5A6A-4B2D-B71A-6515D63A2DD7","A985156547800874",153.99,"USD",2013-06-04,"A","P","VISA","AL","US","BANK"
"2DF395C2-EECC-4350-99CC-233A0C9A58DB","A985156712178904",53.99,"USD",2013-08-30,"A","P","VISA","TX","US","TELECOM"
"6F4ED2D7-DCA3-48D0-8E50-83EFAF2E8137","A914801003384825",139.99,"USD",2013-04-17,"A","P","VISA","MD","US","TRANSPORTATION"
"D49C199D-8DEF-4BA8-B157-856CCB01BA7B","A1055521435113910",99.99,"USD",2013-08-14,"A","P","VISA","FL","US","BANK"
"0DB40D62-D8C4-49BE-852D-10CD4314CAB9","A914801067348117",79.99,"USD",2013-07-14,"A","P","VISA","GA","US","TELECOM"
"E51E8DED-5057-48A9-B4A9-D9F176DDF991","A306039172912663",226.822699,"SGD",2013-04-12,"A","P","VISA",NA,"SG","PETROL"
"CED86112-115A-4899-AEDD-3B97DBCB188F","A1055521411495690",659.97,"USD",2013-05-31,"A","P","VISA","GA","US","BANK"
"EF58D85C-0B87-4C6F-9012-1F03D491122D","A1688853607037820",187.3442,"EUR",2013-05-19,"A","P","VISA",NA,"DE","RESTAURANT"
"67202300-0174-4B39-B6B0-BF333DC9CA24","A1899945740725960",65.28,"USD",2013-09-12,"A","P","VISA","MO","US","BANK"
"A3F904BA-246D-440C-8C49-D7061535E7DA","A1055521098389270",116.86,"USD",2013-08-21,"A","P","VISA","MA","US","SERVICES"
"27AAD8DD-F203-4EFA-A5A2-7AAE8527BCBD","A914800421009433",62.99,"USD",2013-05-02,"A","P","VISA","VA","US","APPARELS"
"0C23B50A-2C7E-4C92-B415-49CC86866ED6","A1899946674482210",116.86,"USD",2013-07-07,"A","P","MC","MA","US","GROCERIES"
"E396D4F1-5A93-4BB5-88EF-266FBE4A648F","A1055520981389700",103.48965,"AUD",2013-04-07,"A","P","MC","Queensland","AU","BANK"
"C5CE2A7A-9019-4E0A-8B92-F1C9960F34F9","A844427339303735",120.10945,"BRL",2013-05-09,"A","P","MC","SP","BR","BANK"
"6B42B89B-8DE7-4A65-A3D3-5FE3A14DF35F","A844427890045090",219.99,"USD",2013-04-15,"A","P","MC","OK","US","BANK"
"B13A0ED7-1A82-4039-ADD3-9C2928C04C00","A985156798796439",544.36,"USD",2013-06-13,"A","P","VISA","NY","US","BANK"
"C2627F7C-EA01-4780-A3F1-60537D23436F","A1688852325444970",159.159943,"CAD",2013-09-23,"A","P","VISA",NA,NA,"BANK"
"DF7C0863-CD16-4D67-918B-85CECD53E9F5","A914801004496695",213.49,"USD",2013-04-19,"A","P","VISA","IA","US","SUPERMKT"
"0FE491AC-C618-401B-BB44-AA401333ACEB","A985156983170400",109.99,"USD",2013-04-05,"A","P","VISA","CA","US","TRANSPORTATION"
"FC65B1E2-D775-41E1-874A-5306CB1BD76A","A1829581020590340",233.74,"USD",2013-05-06,"A","P","AMEX","MA","US","TRANSPORTATION"
"B4D5D3E7-D71F-48CC-A5C2-13106B76072A","A1055520432290260",4.99,"USD",2013-05-28,"A","P","DISCOVER","FL","US","PETROL"
"9282782A-0A43-4910-BA51-66F5828087E8","A1055521370360070",99.98,"USD",2013-04-03,"A","P","VISA","CA","US","TRANSPORTATION"
"315E524F-9AA3-44D6-B310-106878E6E69E","A844427222151623",544.99,"USD",2013-06-16,"A","P","VISA","CA","US","BANK"
"A1DEA268-BA45-464D-91F8-B3601BA52B39","A844427348543116",187.3442,"EUR",2013-04-14,"A","P","MC",NA,"FR","BANK"
"8E6EDBD9-EADF-4588-BBCE-18A648165CF2","A844427100510337",64.34,"USD",2013-09-12,"A","P","VISA","OH","US","BANK"
"540DA1C4-8812-4DE7-A25B-0D752ED9EA1C","A914800554124347",65.21,"USD",2013-09-02,"A","P","DISCOVER","WA","US","BANK"
"DA70D1AF-EE12-4175-B8F4-8BA747B7F914","A1055520749484610",346.462251,"GBP",2013-04-21,"A","P","VISA",NA,"GB","BANK"
"830E1222-D7ED-4CFA-8A05-565C96EC6AAB","A914800432960227",685.61,"USD",2013-09-02,"A","P","AMEX","CA","US","APPARELS"
"99678C8A-AA53-4297-9BCF-618B479A34C5","A844428049553251",754.3771,"GBP",2013-05-05,"A","P","VISA",NA,"GB","BANK"
"B6409A47-3D06-48B5-B320-DCB955DA4CD5","A985156462509404",233.19,"USD",2013-08-13,"A","P","VISA","PA","US","BANK"
"B9BD7B74-0A11-403D-9EF1-C6AD388F283A","A312297606905388",193.009739,"ARS",2013-06-26,"A","P","VISA","Salta","AR","TRANSPORTATION"
"EBC476EB-830B-41C3-9209-DCD56860FFE6","A985157069646278",0,"USD",2013-08-09,"A","P","MC","GA","US","TRANSPORTATION"
"2F0110B3-4E64-484E-A725-615C828B710C","A1829581289255790",180.48933,"DKK",2013-06-10,"A","P","VISA",NA,"DK","TELECOM"
"7C2602BD-DC59-4895-8899-31F5F73FB284","A1055521349939660",374.6884,"EUR",2013-09-11,"A","P","VISA",NA,"IE","RESTAURANT"
"F87BE6D5-4C09-416C-A5A7-390396B2A166","A844427407744172",26.2821,"EUR",2013-07-03,"A","P","MC","Gelderland","NL","PETROL"
"FD569391-F991-46CD-A471-B7243D8D4FBF","A1688852379001640",148.74,"USD",2013-09-20,"A","P","VISA","MA","US","TRANSPORTATION"
"48C259C5-0AD1-46E1-BAC5-A9FEFA91FD89","A313804474522362",1196.54,"USD",2013-06-07,"A","P","AMEX","NY","US","APPARELS"
"FF32CA94-62C5-4AC0-AAD1-421A43DBBBC7","A1759220954335870",117.69,"USD",2013-08-05,"A","P","MC","NJ","US","GROCERIES"
"97801ACB-375A-4976-91C8-10DCB9DB2EC7","A844428039290339",1341.94,"USD",2013-04-15,"A","P","VISA","MD","US","BANK"
"174A3F48-4F25-4E47-A7B7-882DD3201842","A844428051783262",155.48,"KRW",2013-06-26,"A","P","MC","???","KR","BANK"
"4142BE55-325F-4C59-ACB7-18F1005158BA","A985157052752495",218.98411,"HKD",2013-07-11,"A","P","MC",NA,"HK","BANK"
"D6CC5594-AAB4-49EB-8719-88164782A287","A914801115846564",187.3442,"EUR",2013-08-28,"A","P",NA,NA,"DE","BANK"
"6CA834F5-4CCE-498A-89CB-787DAEA03659","A985156940123566",151.54,"USD",2013-09-02,"A","P",NA,NA,"US","BANK"
"6D8F23CC-04DE-4851-8585-7630A2371BDD","A985156359461072",173.223251,"GBP",2013-08-26,"A","P","AMEX",NA,"GB","BANK"
"AC21B196-A5AF-4E6B-A846-4687EED56D8C","A1055521430547030",139.99,"USD",2013-06-24,"A","P","AMEX","CA","US","BANK"
"A748DEDA-79C7-4C22-BC85-D0F15B30DE3C","A844427538967496",20.89,"USD",2013-05-14,"A","P","AMEX","HI","US","PETROL"
"DEE26C19-374A-4792-AFC7-5EE62710D53E","A844428058079425",139.99,"USD",2013-05-19,"A","P","AMEX","CA","US","TRANSPORTATION"
"5B09AA05-21BD-4BCD-BC97-2556E5E51F0C","A844428029499692",157.474251,"GBP",2013-04-02,"A","P","VISA",NA,"GB","SUPERMKT"
"A69B8F57-B54F-4EE6-BBD0-EDC5906C51D2","A914800421140041",4.99,"USD",2013-05-25,"A","P",NA,NA,"CA","BANK"
"0B6CE132-1553-4A5B-BB8D-5A4A76DE348D","A388129828797956",5.3,"USD",2013-05-26,"A","P","MC","IL","US","APPARELS"
"EFBDE5D5-53CA-4037-9ADF-152C922F2CB7","A1899946379365810",173.223251,"GBP",2013-08-24,"A","P","VISA",NA,"GB","UTILITY"
"8D96EC96-6592-4130-B564-E4CE88536DBB","A914801004739771",106.4762,"EUR",2013-04-25,"A","P","MC",NA,"BE","BANK"
"14D125CC-7586-4F2E-8833-D49519AE00C9","A312086489437020",529.99,"USD",2013-06-14,"A","P","VISA","MD","US","SERVICES"
"EB3EE4C9-EB67-4390-839A-1E19E001B589","A1759222218115130",520.38558,"EUR",2013-07-26,"A","P","MC",NA,"DE","BANK"
"F6F8CDE5-84EA-4A6C-9B86-C6F6BF2EBEF4","A985156809659313",81.56,"USD",2013-09-15,"A","P","VISA",NA,NA,"BANK"
"37A8E77B-C60B-4192-AA53-8EF587575753","A914800966913329",156.421301,"CAD",2013-04-18,"A","P","VISA","ON","CA","TRANSPORTATION"
"0879235D-93F6-469A-887E-0CB6BA915008","A1055520526901820",55.89759,"SGD",2013-07-23,"A","P","MC",NA,"SG","MEDICAL"
"C13023B7-12CA-4949-B0E4-F3AE9E27354E","A388748853160368",295.74,"USD",2013-07-16,"A","P",NA,NA,"US","BANK"
"93607CD7-873E-4B1F-B190-DE82FF043076","A914800267932949",1512.78,"USD",2013-05-08,"A","P","VISA","CO","US","MEDICAL"
"1221FDD2-314B-436D-8C73-F8304176FB0D","A985156028834871",233.19,"USD",2013-06-27,"A","P","AMEX","PA","US","SUPERMKT"
"849CAA74-920E-4274-AACC-1EE3693DD36F","A1688852100688330",173.223251,"GBP",2013-05-04,"A","P","VISA",NA,"GB","BANK"
"ED22AE49-1F77-4A5B-B84E-FA8313DF26F1","A985156552724116",79.99,"USD",2013-08-21,"A","P","VISA","CO","US","APPARELS"
"DC16778E-EE1A-4C30-986D-C88A3686F8AB","A844428153408606",109.99,"USD",2013-09-02,"A","P","MC","CA","US","ENTMNT"
"E55F05B6-C06B-4265-9507-0D992A596F48","A1688852611530900",614.58,"USD",2013-08-01,"A","P","MC","TN","US","FURNISHINGS"
"C2AD0A1B-4BC7-406C-8736-816E435CC2EA","A1688852335380260",251.2,"USD",2013-09-25,"A","P","MC","VA","US","BANK"
"F788DD1C-ABC9-4DEE-8845-6CCDB46335AC","A1055520499334810",63.8,"USD",2013-09-07,"A","P",NA,NA,"US","BANK"
"79AD12DE-25C4-4B0A-812E-83E584CB496A","A914800177022580",531.24,"USD",2013-06-11,"A","P","MC","IL","US","TELECOM"
"31BA6D84-77D1-4278-9053-55FF3853BE08","A1055521119023340",149.79,"USD",2013-09-10,"A","P","DISCOVER","NE","US","PETROL"
"AB813DC3-1986-4DF1-B420-EDD28BA3FCE4","A1899945434663510",296.00195,"BRL",2013-07-17,"A","P","VISA","SP","BR","SUPERMKT"
"934174CB-DFCE-4740-8FCA-E4810A4CFA92","A1899947009497180",725.1164,"EUR",2013-06-16,"A","P","MC",NA,"AD","RESTAURANT"
"66D6EB5E-7065-435D-9AF0-4A6DA8973B9A","A985156705029349",148.74,"USD",2013-05-31,"A","P","MC","MA","US","TRAVEL"
"91C6731A-1D76-4C2E-B893-BDE2C4197EEB","A914800687353895",540.61,"USD",2013-06-16,"A","P","VISA","CA","US","TRANSPORTATION"
"FA3A71DC-4C64-426B-8E45-F76D56BB09F9","A1055521401655700",181.953,"EUR",2013-05-16,"A","P","VISA",NA,"AT","BANK"
"15660318-2C70-4880-9D17-C5D3E83D7710","A1055521248067050",152.41,"USD",2013-04-19,"A","P","AMEX","NY","US","TELECOM"
"CFC67262-A358-4F65-A1C8-62CA228B95FD","A985156000525484",97.41,"USD",2013-09-17,"A","P","VISA","TX","US","HOTELS"
"2796FF05-E98C-4E12-820F-37AA2E286B47","A914801025980212",139.99,"USD",2013-05-18,"A","P",NA,NA,"US","SUPERMKT"
"8D33CA18-68B8-40F3-B642-45C2849441F2","A914801118746144",152.41,"USD",2013-08-31,"A","P","MC","NY","US","BANK"
"7E612A49-FB0B-45D5-9109-176B543F763E","A1759221026519930",5.43,"USD",2013-05-26,"A","P",NA,NA,"CA","UTILITY"
"09A25660-90FC-470D-BDEF-6664FE0325C3","A1055521411781660",187.3442,"EUR",2013-06-02,"A","P","MC",NA,"FR","ELECTRONIC"
"A268BE4B-7A57-40FE-959F-FDC8C58AB5B6","A361946840836889",79.99,"USD",2013-07-26,"A","P","VISA","AL","US","BANK"
"478B4545-D22A-46BF-B661-1A6E51E1655B","A844427206819830",5.43,"USD",2013-05-26,"A","P","VISA","NY","US","BANK"
"BD875F1E-CE45-4D36-B2BD-F4CE7B4ED927","A844428065338005",2437.33,"USD",2013-05-29,"A","P","VISA","AL","US","BANK"
"A180F66C-C558-4631-A909-5EAD55CAA72C","A423525232296198",148.39,"USD",2013-04-24,"A","P","VISA","MI","US","APPARELS"
"5DB98997-B319-43D1-947E-AE91999A2602","A1688852957278520",148.39,"USD",2013-06-09,"A","P","VISA","MI","US","BANK"
"504FB585-B15C-4BEE-881C-61B2A6E15481","A914801143752961",236.49,"USD",2013-09-28,"A","P","VISA","NC","US","PETROL"
"FACFA2F6-2D04-4645-8DD1-0C9F5A4EC404","A844428076980137",440.956251,"GBP",2013-06-15,"A","P","VISA",NA,"GB","GROCERIES"
"D514EC89-33CB-4DEA-A322-7ADD285F53E7","A914800389503376",218.99,"USD",2013-09-20,"A","P","VISA",NA,NA,"BANK"
"95EA7863-F929-4DDF-BCC9-E7F96491A82D","A844428035593742",187.3442,"EUR",2013-04-11,"A","P","VISA",NA,"DE","BANK"
"FD0EFD45-580A-4332-BE18-9F647E5B30FF","A1899945432530470",683.490851,"GBP",2013-06-02,"A","P","MC",NA,"GB","SERVICES"
"6F8C4025-FDBF-4A49-A0A9-A34FD643E501","A1055521318455530",141.39,"USD",2013-08-29,"A","P","VISA","CT","US","BANK"
"A662DF3A-60A9-4ACF-B285-74FC29C21849","A985156453268020",74.89,"USD",2013-07-13,"A","P","AMEX","NJ","US","APPARELS"
"2E9921BC-968E-4F24-97F2-BC110C8A2276","A844428057718073",83.22,"USD",2013-06-17,"A","P","VISA","AZ","US","BANK"
"B631C390-5872-4C4A-B26A-DBAAA7E21DB4","A844427856661745",657.7264,"EUR",2013-05-16,"A","P","MC","Ancona","IT","SUPERMKT"
"E2E3E5FB-E514-4163-A1E4-106D6569A535","A985157116330049",139.99,"USD",2013-09-17,"A","P","MC","CA","US","BANK"
"B4602281-9840-460B-8E5C-01953D2F1579","A985156097155665",139.99,"USD",2013-07-14,"A","P","VISA","CA","US","SUPERMKT"
"77F49E9A-D9A0-44E2-9062-F65AA66328A3","A985156990399129",84.79,"USD",2013-04-15,"A","P",NA,NA,"US","BANK"
"54DCF2C7-3874-4B97-9C9D-AE941F93C327","A1055521522206390",219.99,"USD",2013-09-30,"A","P","VISA","SC","US","BANK"
"59794CC3-835F-496F-AF3C-E72CADDD1DC3","A985156848851311",677.191251,"GBP",2013-08-08,"A","P","MC",NA,"GB","SUPERMKT"
"A26E3CC8-3E26-4340-A09D-174CAB4DE843","A985156845398307",498.3,"USD",2013-08-17,"A","P","VISA","MA","US","BANK"
"6882ACC0-098A-43B7-9274-B84C6B7C559C","A914800973430172",149.79,"USD",2013-05-27,"A","P",NA,NA,"US","BANK"
"C2EF0F91-D013-4A58-8D03-2792640FD877","A1055521408486830",4.99,"USD",2013-05-27,"A","P","VISA","MO","US","BANK"
"85D9E784-8298-462E-BA05-8E08DFE99624","A325558739302198",673.886522,"EUR",2013-06-11,"A","P","MC",NA,"NL","BANK"
"06971ACD-161C-4B4F-84FB-F2D954F0245F","A1055520689993370",128.39,"USD",2013-06-04,"A","P","AMEX","GA","US","BANK"
"63DBBED3-F503-434C-BA50-E1A7EC657D8A","A985156988050994",156.421301,"CAD",2013-04-12,"A","P","VISA","ON","CA","TRANSPORTATION"
"F123224A-3B4B-42B3-96B8-25CFE0126F10","A1055520630645360",119.56,"USD",2013-06-07,"A","P","VISA","WA","US","PETROL"
"B9018484-5C53-4135-95AA-BDD4F7F1C079","A844427392736430",797.603,"SEK",2013-05-23,"A","P","VISA",NA,"SE","BANK"
"E612EC73-CFFD-444E-AA35-DC902D3C1DCC","A985156541141249",139.99,"USD",2013-08-18,"A","P","DISCOVER","CA","US","GROCERIES"
"1A953AAE-85DF-4D6A-9421-A1F3EC8D3317","A985157028178545",181.953,"EUR",2013-06-14,"A","P","AMEX",NA,"NL","BANK"
"25CD3353-3456-417A-9AE4-18BE3FC66A05","A914800573276364",537.49,"USD",2013-08-23,"A","P","VISA","CA","US","BANK"
"AC63F53E-1352-4860-A72F-49C55B7354FC","A1899945732135720",545.82,"USD",2013-07-11,"A","P","VISA","CA","US","BANK"
"C06C30DB-D786-43AE-84BD-09173CF8C5E3","A844428044462851",362.5582,"EUR",2013-04-24,"A","P","MC",NA,"FR","EDUCATION"
"91D78283-E789-46D0-9A19-293EC3B971BA","A844428104525624",139.99,"USD",2013-09-07,"A","P","AMEX","CA","US","GROCERIES"
"77743B0E-2ECB-47C7-B4A0-C3423BAA5ED4","A1829581352478630",531.24,"USD",2013-08-20,"A","P","VISA","MA","US","TELECOM"
"7B06A89C-020B-49F5-AF32-5236528808DD","A1055520737250850",139.99,"USD",2013-06-24,"A","P","VISA","FL","US","TRANSPORTATION"
"E359BB56-1BF7-404F-BA3F-24202DFD4F03","A914800432427944",87.09,"USD",2013-07-24,"A","P",NA,NA,"US","SERVICES"
"8BC0F85A-B540-4EBF-B19B-CFB1B1CACC05","A1688852059338160",184.317573,"CHF",2013-07-09,"A","P","VISA",NA,"CH","BANK"
"F6209F9D-A4DB-43FA-9C1E-E4A7FC121B69","A311742891539844",94.478251,"GBP",2013-08-12,"A","P","VISA",NA,"GB","SUPERMKT"
"6A5F0292-14A1-48A3-AED2-512FA9C001CB","A844428005344953",69.99,"USD",2013-05-23,"A","P","VISA","SC","US","TRANSPORTATION"
"28F2EA8D-DDA8-4DBF-AC81-80FB3E3E2AE8","A1055521394903590",148.39,"USD",2013-04-24,"A","P",NA,NA,"US","SERVICES"
"E7F7DDFF-0B89-4905-AC07-EBB4272502D4","A844428039780770",109.99,"USD",2013-04-16,"A","P","VISA","CO","US","APPARELS"
"837F8CC9-5EBE-4AD5-BDB4-EFA052B746CC","A1055521466296830",117.183594,"PEN",2013-07-31,"A","P","VISA",NA,"PE","TRANSPORTATION"
"67840E5F-7AAF-464E-9869-E55A0EAA8EA7","A844427716153457",173.3,"USD",2013-08-16,"A","P",NA,NA,"US","PETROL"
"8D92999B-77DD-4B21-B614-892150E45F0E","A1055520427179270",1266.02,"USD",2013-05-22,"A","P","MC","NC","US","UTILITY"
"A37FD0EB-2E4C-4ADE-AD84-A8E7A14F9DB7","A389233051705990",222.19,"USD",2013-04-21,"A","P","VISA","CT","US","RESTAURANT"
"8232C023-8F5F-43DD-93CF-DE63782EC033","A844427212310949",677.191251,"GBP",2013-06-19,"A","P","VISA",NA,"GB","BANK"
"66730711-0A7D-464B-A3B7-0A40F80E81D4","A312500692647553",54.48,"USD",2013-06-05,"A","P","DISCOVER","LA","US","TRAVEL"
"1CBFF31B-6CD2-47B0-A506-75B1AEFEF29A","A914800928559679",79.99,"USD",2013-08-24,"A","P","VISA","AR","US","BANK"
"5AF481E3-C7FD-4276-8355-FC10C4CF9368","A985156456107294",0,"USD",2013-04-05,"A","P",NA,NA,"US","BANK"
"E085B479-6DC1-4561-93B8-757D740EC5B1","A1829581046269350",409.75,"USD",2013-08-26,"A","P","AMEX","DE","US","JEWELLERY"
"EFA77A00-5514-42EC-8EB5-10E51733D758","A402906537289829",151.19,"USD",2013-08-31,"A","P","VISA","NY","US","PETROL"
"03FE5870-AC49-47BC-A9BF-83D01D7F1AE1","A844428056302338",176.66415,"AUD",2013-05-16,"A","P",NA,NA,"AU","RESTAURANT"
"D47D306A-5739-4ECD-98AC-82B0181BD5C9","A985157047339347",119.124,"JPY",2013-07-08,"A","P","VISA","???","JP","BANK"
"ACC2A674-9FB4-4F1B-A000-BF5F3C1DE0AD","A914800299743640",145.734475,"BRL",2013-05-19,"A","P","MC","SP","BR","RESTAURANT"
"67D266E2-E92E-48F9-A71B-3496948E67D6","A1899945622449430",4.99,"USD",2013-05-28,"A","P",NA,NA,"US","RESTAURANT"
"CF7709AB-B433-4199-915E-38DB4A3E52FA","A985156950063868",88.901315,"CAD",2013-09-21,"A","P","MC","ON","CA","BANK"
"BD5D863D-BB3A-42B3-A60E-1AAA8869C6BF","A914801138649548",148.39,"USD",2013-09-23,"A","P","VISA","WV","US","GROCERIES"
"8B01E18E-4E07-4397-BF56-99150972AD89","A1829582425127000",651.92,"USD",2013-07-05,"A","P","AMEX","TN","US","BANK"
"FB817E7E-227C-4687-B326-23D82A8081E2","A844428045152788",233.74,"USD",2013-04-25,"A","P","VISA","IL","US","GROCERIES"
"C0CEA83E-3C20-4F65-9A61-4EAB28BBDF26","A914801097961669",499.99,"USD",2013-08-09,"A","P","AMEX","OR","US","BANK"
"A4D0FA72-1AA4-426A-BC9E-CA3F5DF3C0BE","A914800448872035",148.39,"USD",2013-04-23,"A","P","DISCOVER","ND","US","BANK"
"91BD2F46-8E95-4412-8E60-FF8E462F5884","A985156181558917",628.3851,"GBP",2013-05-21,"A","P","VISA",NA,"GB","GROCERIES"
"5540AF9E-304D-4F00-B861-835A42817B70","A914801117065007",86.39,"USD",2013-09-01,"A","P","VISA","TX","US","PETROL"
"176A6B16-BED8-472B-AB49-3EA06BD458C4","A914801031799714",5.33,"USD",2013-05-27,"A","P","VISA","NC","US","BANK"
"5E0BE667-E13A-4787-8647-A9B22DF099FE","A844427640332808",0,"USD",2013-08-25,"A","P","MC","MI","US","BANK"
"148A2E79-AB80-428C-A30E-071791D61538","A844427969721626",5.33,"USD",2013-05-28,"A","P",NA,NA,"US","BANK"
"6C356E62-FE8D-4597-898F-C6606DC812AE","A1055521248136750",9.99,"USD",2013-06-10,"A","P","VISA","CA","US","BANK"
"602B7FF8-1D99-448E-862F-9D981DC46D9C","A914800571000191",10155,"TWD",2013-06-18,"A","P","VISA",NA,"TW","BANK"
"BB401525-1082-463B-BA3C-730D2B1B76EF","A985155979487592",1494.696722,"EUR",2013-07-04,"A","P","MC",NA,"DE","APPARELS"
"623D94C7-9F63-4A01-AB5C-B352BD85F4EA","A844428158719383",94.478251,"GBP",2013-09-09,"A","P","VISA",NA,"GB","BANK"
"D5CA095F-16E4-4BB8-B8D9-63A19FB7306B","A985157071702268",153.11079,"SGD",2013-07-29,"A","P","MC",NA,"SG","APPARELS"
"D8CBB027-3901-468A-920A-A5D9C5C4DB8E","A1055520509580320",47.68,"USD",2013-09-24,"A","P","MC","DC","US","TRANSPORTATION"
"998E88E4-DBD5-4063-A49A-85AE70B71FDA","A914791532432071",541.24,"USD",2013-07-21,"A","P","AMEX","TX","US","BANK"
"67AF21C4-0F2D-4FD1-99E7-ACBF7B1C047B","A914801029374020",117.69,"USD",2013-05-29,"A","P","AMEX","NC","US","SUPERMKT"
"88260B7C-7360-427E-963F-33860D52FDF7","A844428056127432",109.99,"USD",2013-05-15,"A","P","MC","CA","US","BANK"
"ED85E7C5-5123-440C-994A-2AF58BE9E5F3","A1688852506328190",160.3882,"EUR",2013-09-10,"A","P","AMEX","Milano","IT","BANK"
"5437FF39-3B80-4BFD-B237-04B960BFFCFB","A844427605426076",312.55965,"AUD",2013-09-09,"A","P","VISA","Australian Capital Territory","AU","ENTMNT"
"DE337126-7F22-4F30-AE99-D5E67032A363","A985156990850861",156.421301,"CAD",2013-04-27,"A","P","VISA","ON","CA","OTHERS"
"7707F242-7244-4B70-BE5B-EE25FA12CEFA","A1055520754954450",187.364576,"LTL",2013-04-07,"A","P","VISA",NA,"LT","PETROL"
"76F6C3C7-F7CC-4B82-AA5B-1CABE8A3314E","A985156401985272",199.75424,"NOK",2013-04-29,"A","P","VISA",NA,"NO","ENTMNT"
"7CB3D522-F62B-4E9A-99E2-638789D9B03E","A1055521481041700",109.99,"USD",2013-08-15,"A","P","VISA","MD","US","BANK"
"DF4D9A01-4EB7-4563-B545-BAB00ECD7B6C","A844427176854288",534.99,"USD",2013-06-25,"A","P","VISA","NJ","US","BANK"
"257E6E63-0278-43ED-93E6-388DD324C1FE","A1688852355143540",25.75908,"KRW",2013-07-09,"A","P","MC","??? ????","KR","BANK"
"12FF331C-7113-4F13-A430-73B0FAAC5721","A844428062700120",187.3442,"EUR",2013-05-25,"A","P","VISA",NA,"BE","PETROL"
"75D9B3CD-DB14-447E-9AE6-F289247C8E48","A1829582647161970",108.74,"USD",2013-09-29,"A","P","MC","NY","US","PETROL"
"E9BBED61-FA64-4F2C-88DF-9AA1D23C0A2C","A1829582181326650",677.191251,"GBP",2013-07-18,"A","P","VISA",NA,"GB","UTILITY"
"15F5251C-08F7-4A33-B1A4-9036F8690B68","A1688853596242710",59.99,"USD",2013-05-16,"A","P","VISA","NC","US","ELECTRONIC"
"AB39CDF1-8AE6-47E4-B7C0-409555E876DE","A914800159217135",403.0362,"JPY",2013-04-08,"A","P","VISA","???","JP","TRANSPORTATION"
"33C3F97F-F2C0-4DB5-9F2F-D4D73010C7DF","A914800661384410",227.49,"USD",2013-04-17,"A","P","AMEX","CO","US","SUPERMKT"
"9B89C915-6BA3-42CE-9C20-0598A4059686","A1055520544052600",5.24,"USD",2013-05-26,"A","P","VISA","FL","US","BANK"
"6AB7FC99-DA8D-4571-876D-13C9B7920EB9","A1829582643712550",52.49,"USD",2013-09-23,"A","P","VISA","WY","US","BANK"
"E20A060A-B9F2-4AE3-8D7C-7FFCFE471A58","A1055521375935910",145.82,"USD",2013-06-05,"A","P","VISA","HI","US","TRAVEL"
"F4F78674-20FE-4638-92D4-182A770950BC","A844428072785308",176.66415,"AUD",2013-06-10,"A","P","MC","Western Australia","AU","BANK"
"1189315A-BAE2-45CD-AE36-841DF52C9D50","A844427442537957",238.14,"USD",2013-05-08,"A","P","VISA","TX","US","BANK"
"DB8EE32B-0015-41F1-9730-1476A9C1F89F","A985157112649077",149.44,"USD",2013-09-13,"A","P","MC","OH","US","BANK"
"408782EF-9AFC-4760-939F-95CABBCD8C83","A985156371839622",109.99,"USD",2013-04-30,"A","P","VISA",NA,"JM","TRANSPORTATION"
"6CFB4F13-6DA2-4E1C-8D81-9A391C23EA34","A1688852850415910",187.3442,"EUR",2013-06-02,"A","P","VISA",NA,"BE","SUPERMKT"
"4CF45096-2B00-47AA-9603-4814CD1DB7DC","A844428133970308",43.54,"USD",2013-08-13,"A","P","AMEX","NY","US","BANK"
"5959AF04-D9EA-4F23-AD14-123F075DF7B4","A1055521029220250",173.223251,"GBP",2013-06-02,"A","P","VISA",NA,"GB","BANK"
"7FC53CA7-BDCB-471D-B5E9-64D84357B61A","A1055520912308930",150.14,"USD",2013-04-23,"A","P","VISA","NC","US","BANK"
"3CD92D3B-CBB2-4A90-A33C-3F4940340DB6","A985156935538359",109.99,"USD",2013-04-26,"A","P","VISA","OR","US","PETROL"
"78FA76F3-A155-4464-B32E-F6D6A7A81E62","A844427670512392",427.99,"USD",2013-05-01,"A","P","VISA","MS","US","RESTAURANT"
"4C8B1230-EE65-4643-BC66-95FD38DF9AFC","A914800682057859",21.64,"USD",2013-08-01,"A","P",NA,NA,"US","BANK"
"A0EED688-657B-4A19-A12C-052FB9705B88","A844428019224449",5.4,"USD",2013-05-25,"A","P",NA,NA,"GB","BANK"
"A3B2D1C1-36E4-47A4-AF23-AB5AC2B35423","A985156535559740",10.62,"USD",2013-05-21,"A","P","VISA","CT","US","APPARELS"
