"account_id","marital_status","sex","education","bad_flag","amount_6_bucket","pur_6_bucket","bank_6_bucket","entmnt_6_bucket","jewellery_6_bucket","medical_6_bucket","others_6_bucket","petrol_6_bucket","restaurant_6_bucket","supermarket_6_bucket","telecom_6_bucket","travel_6_bucket","utility_6_bucket","avg_pur_amt_6_bucket","max_pur_amt_6_bucket","min_pur_amt_6_bucket","avg_interval_pur_6_bucket","max_interval_pur_6_bucket","min_interval_pur_6_bucket","credit_limit_bucket","age_bucket","income_bucket"
"a_1055521482975970","single","male","undergraduate","no","6","10","6","10","10","10","10","10","10","10","11","10","10","6","6","6","10","10","10","7","2","4"
"a_1055521483044230","married","male","polytechnics","no","8","10","11","10","10","10","10","10","10","10","10","10","10","8","8","8","10","10","10","1","5","1"
"a_1055521483253170","married","male","master","no","3","10","11","10","10","10","10","10","10","10","10","10","10","3","3","3","10","10","10","6","8","4"
"a_1055521483823080","single","male","undergraduate","no","2","10","6","10","10","10","10","10","10","10","10","10","10","2","2","2","10","10","10","7","1","4"
"a_1055521483844160","single","male","undergraduate","no","4","10","6","10","10","10","10","10","10","10","10","10","10","4","4","4","10","10","10","8","6","1"
"a_1055521484589690","single","male","undergraduate","no","3","10","6","10","10","10","10","10","11","10","10","10","10","3","3","3","10","10","10","2","2","4"
"a_1055521484611010","married","male","master","no","8","10","6","10","10","10","10","10","10","10","10","10","10","8","8","8","10","10","10","2","7","1"
"a_1055521484617280","single","male","undergraduate","no","3","10","11","10","10","10","10","10","10","10","10","10","10","3","3","3","10","10","10","5","3","4"
"a_1055521484872740","married","male","undergraduate","no","2","10","6","10","10","10","10","10","10","10","10","10","10","2","2","2","10","10","10","6","9","4"
"a_1055521484994660","married","male","undergraduate","no","6","10","6","10","10","10","10","10","10","10","10","10","10","6","6","6","10","10","10","6","7","4"
"a_1055521485292440","single","male","master","no","2","10","11","10","10","10","10","10","10","10","10","10","10","2","2","2","10","10","10","3","4","1"
"a_1055521485304090","married","male","undergraduate","no","6","10","6","11","10","10","10","10","10","10","10","10","10","6","6","6","10","10","10","1","7","4"
"a_1055521485641480","single","male","undergraduate","no","3","10","6","10","10","10","10","10","10","11","10","10","10","3","3","3","10","10","10","7","4","4"
"a_1055521485795690","married","female","middle_school","no","3","10","11","10","10","10","10","10","10","10","10","10","10","3","3","3","10","10","10","4","10","1"
"a_1055521485855410","single","male","undergraduate","no","3","10","11","10","10","10","10","10","10","10","10","10","10","3","3","3","10","10","10","6","6","4"
"a_1055521486928080","married","male","undergraduate","no","6","10","6","10","10","10","10","11","10","10","10","10","10","6","6","6","10","10","10","9","5","4"
"a_1055521487267900","single","male","master","no","7","10","11","10","10","10","10","10","10","10","10","10","10","7","7","7","10","10","10","7","4","1"
"a_1055521487471530","married","male","undergraduate","no","6","10","6","10","10","10","10","10","10","11","10","10","10","6","6","6","10","10","10","10","9","1"
"a_1055521487491840","single","male","undergraduate","no","6","10","11","10","10","10","10","10","10","10","10","10","10","6","6","6","10","10","10","7","5","1"
"a_1055521487506000","single","male","high_school","no","10","10","6","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","7","4","1"
"a_1055521488397280","married","male","undergraduate","no","8","10","6","10","10","10","10","10","10","10","10","10","10","8","8","8","10","10","10","2","5","1"
"a_1055521488582070","single","male","undergraduate","no","4","10","6","10","10","10","10","11","10","10","10","10","10","4","4","4","10","10","10","3","5","1"
"a_1055521488688070","married","female","polytechnics","no","3","10","6","10","10","10","10","10","11","10","10","10","10","3","3","3","10","10","10","10","6","1"
"a_1055521488800930","married","male","undergraduate","no","2","10","11","10","10","10","10","10","10","10","10","10","10","2","2","2","10","10","10","5","9","1"
"a_1055521489624990","single","male","polytechnics","no","6","10","6","10","10","10","10","11","10","10","10","10","10","6","6","6","10","10","10","4","2","1"
"a_1055521489740770","married","male","undergraduate","no","10","10","6","10","10","10","10","10","10","11","10","10","10","10","10","10","10","10","10","6","9","4"
"a_1055521489819150","single","male","polytechnics","no","10","10","6","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","3","4","4"
"a_1055521489932810","married","male","undergraduate","no","3","10","11","10","10","10","10","10","10","10","10","10","10","3","3","3","10","10","10","4","10","4"
"a_1055521490372290","married","male","undergraduate","no","6","10","11","10","10","10","10","10","10","10","10","10","10","6","6","6","10","10","10","8","10","4"
"a_1055521490558980","single","male","undergraduate","no","3","10","11","10","10","10","10","10","10","10","10","10","10","3","3","3","10","10","10","2","6","1"
"a_1055521490735850","single","male","undergraduate","no","3","10","11","10","10","10","10","10","10","10","10","10","10","3","3","3","10","10","10","8","8","4"
"a_1055521491275000","married","male","master","no","3","10","6","10","10","10","10","10","10","10","10","10","10","3","3","3","10","10","10","2","8","4"
"a_1055521491564760","married","male","master","no","8","10","6","10","10","10","10","10","10","10","10","10","10","8","8","8","10","10","10","5","7","4"
"a_1055521491597850","married","female","polytechnics","no","3","10","6","10","10","10","10","10","10","10","10","10","10","3","3","3","10","10","10","10","8","4"
"a_1055521491667420","married","male","undergraduate","no","3","10","11","10","10","10","10","10","10","10","10","10","10","3","3","3","10","10","10","10","6","1"
"a_1055521491824260","married","male","undergraduate","no","6","10","11","10","10","10","10","10","10","10","10","10","10","6","6","6","10","10","10","3","8","1"
"a_1055521492094740","single","male","undergraduate","yes","7","10","11","10","10","10","10","10","10","10","10","10","10","7","7","7","10","10","10","2","3","4"
"a_1055521492335470","married","male","master","no","3","10","6","10","10","11","10","10","10","10","10","10","10","3","3","3","10","10","10","6","8","4"
"a_1055521492391620","married","male","undergraduate","no","6","10","11","10","10","10","10","10","10","10","10","10","10","6","6","6","10","10","10","6","6","4"
"a_1055521492417890","married","female","undergraduate","no","4","10","11","10","10","10","10","10","10","10","10","10","10","4","4","4","10","10","10","10","10","4"
"a_1055521492430860","married","male","undergraduate","no","10","10","6","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","5","10","1"
"a_1055521492488160","single","male","undergraduate","no","6","10","6","10","10","10","10","10","10","10","11","10","10","6","6","6","10","10","10","1","5","4"
"a_1055521492573040","married","female","high_school","no","6","10","6","10","10","10","10","11","10","10","10","10","10","6","6","6","10","10","10","6","9","1"
"a_1055521492639730","married","male","undergraduate","no","10","10","6","10","10","10","10","11","10","10","10","10","10","10","10","10","10","10","10","1","8","4"
"a_1055521493200740","married","male","master","no","7","10","11","10","10","10","10","10","10","10","10","10","10","7","7","7","10","10","10","7","5","4"
"a_1055521493262260","married","male","undergraduate","no","3","10","11","10","10","10","10","10","10","10","10","10","10","3","3","3","10","10","10","4","4","4"
"a_1055521493293300","married","male","undergraduate","no","3","10","6","10","10","10","10","10","10","10","11","10","10","3","3","3","10","10","10","8","8","4"
"a_1055521493440990","married","male","high_school","no","4","10","11","10","10","10","10","10","10","10","10","10","10","4","4","4","10","10","10","2","6","4"
"a_1055521494296500","married","male","undergraduate","no","6","10","6","10","10","10","10","10","10","10","10","10","11","6","6","6","10","10","10","5","6","1"
"a_1055521494539480","married","male","undergraduate","no","3","10","6","10","10","10","10","10","10","10","10","11","10","3","3","3","10","10","10","9","9","1"
"a_1055521494635470","single","male","undergraduate","no","10","10","11","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","4","4","4"
"a_1055521494730280","single","male","polytechnics","no","3","10","6","10","10","10","10","10","10","10","10","11","10","3","3","3","10","10","10","9","4","4"
"a_1055521494928770","single","female","polytechnics","no","8","10","11","10","10","10","10","10","10","10","10","10","10","8","8","8","10","10","10","2","4","4"
"a_1055521495016790","married","female","undergraduate","no","3","10","6","10","10","10","10","10","10","10","10","10","10","3","3","3","10","10","10","7","7","1"
"a_1055521495096620","married","male","undergraduate","no","3","10","6","10","10","10","10","10","10","11","10","10","10","3","3","3","10","10","10","2","6","4"
"a_1055521495187920","single","male","undergraduate","no","7","10","11","10","10","10","10","10","10","10","10","10","10","7","7","7","10","10","10","3","2","1"
"a_1055521495909600","married","male","undergraduate","no","4","10","6","10","10","10","10","10","10","10","10","10","10","4","4","4","10","10","10","2","10","1"
"a_1055521495978250","married","female","polytechnics","no","6","10","6","10","10","10","10","10","10","10","10","10","10","6","6","6","10","10","10","7","1","1"
"a_1055521496006850","married","male","undergraduate","no","3","10","11","10","10","10","10","10","10","10","10","10","10","3","3","3","10","10","10","2","7","1"
"a_1055521496050530","married","male","undergraduate","no","6","10","6","10","10","10","10","10","10","10","10","10","10","6","6","6","10","10","10","2","4","1"
"a_1055521496191940","married","male","undergraduate","no","5","10","11","10","10","10","10","10","10","10","10","10","10","5","5","5","10","10","10","8","9","1"
"a_1055521496266370","single","female","undergraduate","no","10","10","6","10","10","10","10","10","10","10","10","10","11","10","10","10","10","10","10","9","4","4"
"a_1055521496494680","married","male","master","no","3","10","6","10","10","10","10","10","10","11","10","10","10","3","3","3","10","10","10","10","9","1"
"a_1055521496703740","single","male","polytechnics","no","8","10","11","10","10","10","10","10","10","10","10","10","10","8","8","8","10","10","10","2","4","1"
"a_1055521497216540","married","male","high_school","no","4","10","6","10","10","10","10","10","10","11","10","10","10","4","4","4","10","10","10","6","9","4"
"a_1055521497308940","married","male","undergraduate","no","6","10","11","10","10","10","10","10","10","10","10","10","10","6","6","6","10","10","10","9","8","4"
"a_1055521497601120","single","male","master","no","6","10","11","10","10","10","10","10","10","10","10","10","10","6","6","6","10","10","10","7","4","4"
"a_1055521498222500","married","male","polytechnics","no","8","10","11","10","10","10","10","10","10","10","10","10","10","8","8","8","10","10","10","4","10","1"
"a_1055521498356580","single","male","undergraduate","no","9","10","6","10","10","10","10","10","10","10","10","10","10","9","9","9","10","10","10","1","3","4"
"a_1055521498863700","married","male","master","no","10","10","6","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","1","6","4"
"a_1055521498870560","married","male","master","no","5","10","6","10","10","10","10","10","10","10","10","10","10","5","5","5","10","10","10","5","6","4"
"a_1055521499164480","married","male","master","no","9","10","11","10","10","10","10","10","10","10","10","10","10","9","9","9","10","10","10","10","7","4"
"a_1055521499313590","married","female","master","no","3","10","11","10","10","10","10","10","10","10","10","10","10","3","3","3","10","10","10","4","10","4"
"a_1055521499630250","single","male","undergraduate","no","5","10","6","10","10","10","10","10","10","10","10","10","10","5","5","5","10","10","10","10","6","1"
"a_1055521500009410","married","male","undergraduate","no","7","10","11","10","10","10","10","10","10","10","10","10","10","7","7","7","10","10","10","1","7","1"
"a_1055521500259000","married","male","master","no","2","10","6","10","10","10","10","10","10","11","10","10","10","2","2","2","10","10","10","6","10","4"
"a_1055521500896000","single","male","undergraduate","no","3","10","6","10","10","10","10","10","10","10","10","10","10","3","3","3","10","10","10","2","3","1"
"a_1055521500938800","married","male","high_school","no","10","10","6","10","10","10","10","10","10","10","11","10","10","10","10","10","10","10","10","3","10","4"
"a_1055521501150530","single","female","undergraduate","no","6","10","11","10","10","10","10","10","10","10","10","10","10","6","6","6","10","10","10","9","2","1"
"a_1055521501534360","single","male","master","no","8","10","6","10","10","10","10","11","10","10","10","10","10","8","8","8","10","10","10","3","4","1"
"a_1055521501590760","married","male","master","no","8","10","6","10","10","11","10","10","10","10","10","10","10","8","8","8","10","10","10","4","9","1"
"a_1055521501597820","single","female","master","no","4","10","6","11","10","10","10","10","10","10","10","10","10","4","4","4","10","10","10","9","4","1"
"a_1055521501979920","married","male","master","no","3","10","11","10","10","10","10","10","10","10","10","10","10","3","3","3","10","10","10","2","10","4"
"a_1055521502667520","single","female","polytechnics","no","3","10","11","10","10","10","10","10","10","10","10","10","10","3","3","3","10","10","10","2","2","4"
"a_1055521503130240","married","male","undergraduate","no","8","10","6","10","10","10","10","11","10","10","10","10","10","8","8","8","10","10","10","8","9","1"
"a_1055521503350990","married","female","master","no","9","10","11","10","10","10","10","10","10","10","10","10","10","9","9","9","10","10","10","4","8","1"
"a_1055521503393730","single","male","middle_school","no","7","10","6","10","10","10","10","10","10","10","11","10","10","7","7","7","10","10","10","10","3","1"
"a_1055521503444490","single","male","undergraduate","no","3","10","11","10","10","10","10","10","10","10","10","10","10","3","3","3","10","10","10","6","4","1"
"a_1055521503842990","married","male","master","no","6","10","11","10","10","10","10","10","10","10","10","10","10","6","6","6","10","10","10","1","8","4"
"a_1055521504002950","single","female","undergraduate","no","6","10","11","10","10","10","10","10","10","10","10","10","10","6","6","6","10","10","10","7","2","4"
"a_1055521504033070","single","male","master","no","7","10","11","10","10","10","10","10","10","10","10","10","10","7","7","7","10","10","10","3","3","1"
"a_1055521504300510","single","male","undergraduate","no","8","10","11","10","10","10","10","10","10","10","10","10","10","8","8","9","10","10","10","6","7","4"
"a_1055521504300580","married","male","master","no","10","10","11","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","9","7","4"
"a_1055521504359070","married","male","undergraduate","no","4","10","11","10","10","10","10","10","10","10","10","10","10","4","4","4","10","10","10","9","3","4"
"a_1055521504394790","married","male","middle_school","no","7","10","6","10","10","10","10","10","10","10","10","10","10","7","7","7","10","10","10","9","6","1"
"a_1055521504529540","single","male","undergraduate","no","6","10","6","10","10","10","10","11","10","10","10","10","10","6","6","6","10","10","10","6","1","4"
"a_1055521504615320","married","male","undergraduate","no","3","10","6","10","10","10","10","10","10","10","11","10","10","3","3","3","10","10","10","1","9","1"
"a_1055521504661680","single","male","undergraduate","no","4","10","6","10","10","11","10","10","10","10","10","10","10","4","4","4","10","10","10","6","3","1"
"a_1055521504723290","married","male","master","no","9","10","11","10","10","10","10","10","10","10","10","10","10","9","9","9","10","10","10","7","8","4"
"a_1055521505122120","married","male","undergraduate","no","6","10","6","10","10","10","10","10","10","10","10","10","11","6","6","6","10","10","10","2","4","4"
"a_1055521505184470","single","male","undergraduate","no","9","10","11","10","10","10","10","10","10","10","10","10","10","9","9","9","10","10","10","4","2","4"
"a_1055521505227510","married","male","undergraduate","no","5","10","6","10","10","10","10","10","10","10","10","10","11","5","5","5","10","10","10","10","8","4"
"a_1055521505378540","single","male","undergraduate","no","3","10","11","10","10","10","10","10","10","10","10","10","10","3","3","3","10","10","10","3","3","1"
"a_1055521505583560","single","male","master","no","8","10","6","10","10","10","10","10","10","10","11","10","10","8","8","8","10","10","10","2","6","1"
"a_1055521505855610","single","male","polytechnics","no","4","10","11","10","10","10","10","10","10","10","10","10","10","4","4","4","10","10","10","7","6","1"
"a_1055521505880060","single","male","master","no","6","10","11","10","10","10","10","10","10","10","10","10","10","6","6","6","10","10","10","10","3","1"
"a_1055521505952460","single","male","undergraduate","no","6","10","6","10","10","10","10","10","10","10","10","10","10","6","6","6","10","10","10","5","3","1"
"a_1055521506162710","married","male","undergraduate","no","6","10","6","10","10","10","10","11","10","10","10","10","10","6","6","6","10","10","10","10","8","1"
"a_1055521506373850","single","male","undergraduate","no","6","10","6","10","10","10","10","11","10","10","10","10","10","6","6","6","10","10","10","8","3","1"
"a_1055521506919340","single","male","master","no","4","10","6","10","10","10","10","10","10","10","10","11","10","4","4","4","10","10","10","4","3","1"
"a_1055521507355750","married","male","undergraduate","no","8","10","11","10","10","10","10","10","10","10","10","10","10","8","8","8","10","10","10","1","7","4"
"a_1055521507699280","married","male","master","no","2","10","11","10","10","10","10","10","10","10","10","10","10","2","2","2","10","10","10","6","10","4"
"a_1055521507926690","single","female","polytechnics","no","5","10","6","10","10","10","10","10","10","10","10","10","11","5","5","5","10","10","10","9","5","1"
"a_1055521507929110","single","male","polytechnics","no","2","10","11","10","10","10","10","10","10","10","10","10","10","2","2","2","10","10","10","4","4","1"
"a_1055521507934100","married","male","undergraduate","no","8","10","11","10","10","10","10","10","10","10","10","10","10","8","8","8","10","10","10","9","7","1"
"a_1055521508025100","single","male","undergraduate","no","3","10","11","10","10","10","10","10","10","10","10","10","10","3","3","3","10","10","10","2","6","1"
"a_1055521508199800","married","male","undergraduate","no","4","10","11","10","10","10","10","10","10","10","10","10","10","4","4","4","10","10","10","4","4","1"
"a_1055521508482400","married","male","undergraduate","no","6","10","11","10","10","10","10","10","10","10","10","10","10","6","6","6","10","10","10","8","9","4"
"a_1055521508498160","married","male","undergraduate","no","7","10","6","10","10","10","10","11","10","10","10","10","10","7","7","7","10","10","10","5","7","4"
"a_1055521508783710","married","male","master","no","6","10","6","11","10","10","10","10","10","10","10","10","10","6","6","6","10","10","10","7","9","4"
"a_1055521508801110","married","male","undergraduate","no","6","10","11","10","10","10","10","10","10","10","10","10","10","6","6","6","10","10","10","6","8","4"
"a_1055521509062250","married","male","undergraduate","no","7","10","11","10","10","10","10","10","10","10","10","10","10","7","7","7","10","10","10","7","7","1"
"a_1055521509166860","single","female","undergraduate","no","7","10","11","10","10","10","10","10","10","10","10","10","10","7","7","7","10","10","10","4","2","1"
"a_1055521509172100","married","male","master","no","8","10","6","10","10","10","10","10","10","10","10","11","10","8","8","8","10","10","10","8","6","1"
"a_1055521509235340","married","male","master","no","7","10","11","10","10","10","10","10","10","10","10","10","10","7","7","7","10","10","10","1","8","4"
"a_1055521509317170","single","female","master","no","3","10","11","10","10","10","10","10","10","10","10","10","10","3","3","3","10","10","10","8","1","1"
"a_1055521509324370","single","male","undergraduate","no","6","10","11","10","10","10","10","10","10","10","10","10","10","6","6","6","10","10","10","5","3","4"
"a_1055521509349860","single","male","master","no","7","10","11","10","10","10","10","10","10","10","10","10","10","7","7","7","10","10","10","3","6","1"
"a_1055521509531090","single","male","undergraduate","no","5","10","11","10","10","10","10","10","10","10","10","10","10","5","5","5","10","10","10","4","2","4"
"a_1055521509573050","single","female","undergraduate","no","6","10","6","10","10","10","10","11","10","10","10","10","10","6","6","6","10","10","10","4","2","1"
"a_1055521510002320","married","male","undergraduate","no","8","10","11","10","10","10","10","10","10","10","10","10","10","8","8","8","10","10","10","10","4","1"
"a_1055521510163250","single","female","undergraduate","no","6","10","6","10","10","10","10","10","11","10","10","10","10","6","6","6","10","10","10","1","2","1"
"a_1055521510350750","married","male","master","no","6","10","6","10","10","10","10","11","10","10","10","10","10","6","6","6","10","10","10","7","7","4"
"a_1055521510522820","married","male","master","no","6","10","11","10","10","10","10","10","10","10","10","10","10","6","6","6","10","10","10","4","9","1"
"a_1055521510526420","single","male","undergraduate","no","3","10","6","10","10","10","10","10","10","10","10","10","11","3","3","3","10","10","10","8","6","4"
"a_1055521510566080","single","female","polytechnics","no","5","10","6","10","10","10","10","10","10","10","10","10","10","5","5","5","10","10","10","1","4","4"
"a_1055521511185010","single","female","undergraduate","no","7","10","6","10","10","10","10","10","10","10","10","10","10","7","7","7","10","10","10","1","2","4"
"a_1055521511262370","single","male","undergraduate","no","8","10","11","10","10","10","10","10","10","10","10","10","10","8","8","8","10","10","10","9","4","4"
"a_1055521512109810","single","male","master","no","6","10","6","10","10","10","10","10","10","10","10","10","10","6","6","6","10","10","10","8","7","1"
"a_1055521512184020","married","male","undergraduate","no","7","10","6","10","10","10","10","10","10","10","10","10","10","7","7","7","10","10","10","7","9","4"
"a_1055521512331210","married","male","middle_school","no","8","10","6","10","10","10","10","10","10","10","10","10","10","8","8","8","10","10","10","4","10","4"
"a_1055521512605700","married","female","master","no","6","10","6","10","10","10","10","11","10","10","10","10","10","6","6","6","10","10","10","10","8","1"
"a_1055521512915200","single","male","polytechnics","no","4","10","11","10","10","10","10","10","10","10","10","10","10","4","4","4","10","10","10","6","2","1"
"a_1055521513042010","married","male","master","no","10","10","11","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","5","7","1"
"a_1055521513215990","married","male","undergraduate","no","10","10","6","10","10","10","10","10","10","11","10","10","10","10","10","10","10","10","10","7","4","1"
"a_1055521513276100","married","male","undergraduate","no","4","10","6","10","10","10","10","11","10","10","10","10","10","4","4","4","10","10","10","2","7","4"
"a_1055521513577850","married","male","master","no","9","10","6","10","10","10","10","11","10","10","10","10","10","9","9","9","10","10","10","3","9","1"
"a_1055521513617670","single","male","undergraduate","no","6","10","6","10","10","10","10","10","10","11","10","10","10","6","6","6","10","10","10","4","6","1"
"a_1055521513662730","married","female","polytechnics","yes","6","10","11","10","10","10","10","10","10","10","10","10","10","6","6","6","10","10","10","10","10","1"
"a_1055521514757220","married","female","undergraduate","no","8","10","6","10","10","10","10","10","10","10","10","10","11","8","8","8","10","10","10","8","6","1"
"a_1055521514898950","married","female","master","no","6","10","6","10","10","10","10","10","10","10","11","10","10","6","6","6","10","10","10","4","8","1"
"a_1055521514898970","single","male","undergraduate","no","3","10","6","10","10","10","10","10","10","10","10","10","11","3","3","3","10","10","10","10","1","4"
"a_1055521515513080","single","male","undergraduate","no","4","10","6","10","10","10","10","10","10","10","11","10","10","4","4","4","10","10","10","10","6","1"
"a_1055521515633120","married","male","master","no","5","10","11","10","10","10","10","10","10","10","10","10","10","5","5","5","10","10","10","2","9","4"
"a_1055521515657710","married","male","undergraduate","no","4","10","11","10","10","10","10","10","10","10","10","10","10","4","4","4","10","10","10","6","9","1"
"a_1055521515865210","married","male","undergraduate","no","7","10","11","10","10","10","10","10","10","10","10","10","10","7","7","7","10","10","10","1","8","1"
"a_1055521515893880","single","male","undergraduate","no","6","10","11","10","10","10","10","10","10","10","10","10","10","6","6","6","10","10","10","7","4","4"
"a_1055521516074420","single","female","undergraduate","no","9","10","6","10","10","10","10","10","10","10","10","10","10","9","9","9","10","10","10","5","4","1"
"a_1055521516120280","single","female","undergraduate","no","4","10","6","10","10","10","10","10","10","10","10","10","10","4","4","4","10","10","10","2","1","1"
"a_1055521516184860","married","male","undergraduate","no","7","10","6","10","10","10","10","10","10","10","10","10","10","7","7","7","10","10","10","1","10","1"
"a_1055521516954100","married","male","undergraduate","no","3","10","6","10","10","10","10","10","10","11","10","10","10","3","3","3","10","10","10","3","7","4"
"a_1055521517144110","single","female","undergraduate","no","9","10","6","10","10","10","10","10","10","10","10","10","10","9","9","9","10","10","10","6","9","4"
"a_1055521517177920","single","male","master","no","9","10","6","10","10","10","10","10","11","10","10","10","10","9","9","9","10","10","10","4","2","4"
"a_1055521517587130","married","male","undergraduate","no","10","10","11","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","2","9","4"
"a_1055521517880800","married","male","polytechnics","no","4","10","11","10","10","10","10","10","10","10","10","10","10","4","4","4","10","10","10","5","6","4"
"a_1055521517884390","married","male","high_school","no","10","10","6","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","6","9","4"
"a_1055521518519630","single","female","undergraduate","no","7","10","11","10","10","10","10","10","10","10","10","10","10","7","7","7","10","10","10","10","7","4"
"a_1055521518707160","married","male","undergraduate","no","6","10","6","10","10","10","10","10","10","10","10","10","11","6","6","6","10","10","10","2","4","1"
"a_1055521519717220","single","male","master","no","6","10","6","11","10","10","10","10","10","10","10","10","10","6","6","6","10","10","10","7","1","4"
"a_1055521519766300","married","male","undergraduate","no","5","10","6","10","10","10","10","10","10","10","10","10","10","5","5","5","10","10","10","7","7","1"
"a_1055521519909720","single","male","master","no","3","10","6","10","10","10","10","10","10","10","10","10","10","3","3","3","10","10","10","9","2","1"
"a_1055521519922620","single","female","undergraduate","no","3","10","11","10","10","10","10","10","10","10","10","10","10","3","3","3","10","10","10","5","1","1"
"a_1055521519994580","single","male","undergraduate","no","3","10","11","10","10","10","10","10","10","10","10","10","10","3","3","3","10","10","10","1","4","1"
"a_1055521519995380","single","female","undergraduate","no","5","10","6","10","10","10","10","10","10","11","10","10","10","5","5","5","10","10","10","6","9","4"
"a_1055521520006760","married","male","undergraduate","no","5","10","11","10","10","10","10","10","10","10","10","10","10","5","5","5","10","10","10","9","7","4"
"a_1055521520066570","married","female","undergraduate","no","3","10","11","10","10","10","10","10","10","10","10","10","10","3","3","3","10","10","10","6","7","4"
"a_1055521520662320","single","male","undergraduate","no","6","10","6","10","10","10","10","10","10","10","10","10","10","6","6","6","10","10","10","4","3","4"
"a_1055521520751390","single","male","undergraduate","no","8","10","11","10","10","10","10","10","10","10","10","10","10","8","8","8","10","10","10","3","5","1"
"a_1055521520932140","married","male","master","no","10","10","6","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","3","5","1"
"a_1055521520958220","single","female","undergraduate","no","6","10","11","10","10","10","10","10","10","10","10","10","10","6","6","6","10","10","10","9","4","4"
"a_1055521521762250","single","male","undergraduate","no","10","10","6","10","10","10","10","10","11","10","10","10","10","10","10","10","10","10","10","8","1","1"
"a_1055521522066350","married","male","undergraduate","no","9","10","6","10","10","10","10","11","10","10","10","10","10","9","9","9","10","10","10","10","8","1"
"a_1055521522142750","married","male","master","no","3","10","6","10","10","10","10","10","10","10","10","10","11","3","3","3","10","10","10","3","6","4"
"a_1055521522206390","married","male","undergraduate","no","8","10","11","10","10","10","10","10","10","10","10","10","10","8","8","8","10","10","10","2","6","4"
"a_1055521522632540","single","male","master","no","4","10","6","10","10","10","10","10","10","10","10","11","10","4","4","4","10","10","10","2","4","1"
"a_1055521522984890","single","male","master","yes","4","10","6","10","10","10","10","10","10","10","10","10","10","4","4","4","10","10","10","1","2","1"
"a_1055521523035290","married","male","middle_school","no","4","10","11","10","10","10","10","10","10","10","10","10","10","4","4","4","10","10","10","1","8","1"
"a_1688852011418490","married","male","undergraduate","no","7","10","6","10","10","10","10","10","10","11","10","10","10","7","7","7","10","10","10","9","4","4"
"a_1688852014143130","single","male","undergraduate","no","2","10","11","10","10","10","10","10","10","10","10","10","10","2","2","2","10","10","10","10","4","4"
"a_1688852016513950","married","male","master","no","4","10","11","10","10","10","10","10","10","10","10","10","10","4","4","4","10","10","10","6","10","1"
"a_1688852021796530","single","female","polytechnics","no","10","10","6","10","10","10","10","10","10","10","10","11","10","10","10","10","10","10","10","5","2","1"
"a_1688852026054250","single","female","undergraduate","no","3","10","6","10","10","10","10","10","10","10","10","10","10","3","3","3","10","10","10","5","2","4"
"a_1688852026081870","married","male","undergraduate","no","1","10","6","10","10","10","10","10","10","10","10","11","10","1","1","1","10","10","10","5","9","1"
"a_1688852028852530","married","male","undergraduate","no","2","10","6","10","10","10","10","11","10","10","10","10","10","2","2","2","10","10","10","8","6","1"
"a_1688852029137840","married","male","undergraduate","no","7","10","11","10","10","10","10","10","10","10","10","10","10","7","7","7","10","10","10","10","10","4"
"a_1688852033989830","married","male","undergraduate","no","10","10","11","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","2","6","4"
"a_1688852034760490","single","female","undergraduate","no","4","10","6","10","10","10","10","10","10","10","10","10","10","4","4","4","10","10","10","8","4","4"
"a_1688852039514940","married","male","undergraduate","no","8","10","11","10","10","10","10","10","10","10","10","10","10","8","8","8","10","10","10","1","6","1"
"a_1688852047440650","married","female","undergraduate","no","5","10","11","10","10","10","10","10","10","10","10","10","10","5","5","5","10","10","10","5","6","1"
"a_1688852057299720","single","male","master","no","9","10","11","10","10","10","10","10","10","10","10","10","10","9","9","9","10","10","10","6","4","4"
"a_1688852058045420","single","male","undergraduate","no","2","10","11","10","10","10","10","10","10","10","10","10","10","2","2","2","10","10","10","2","4","1"
"a_1688852058970620","married","male","master","no","1","10","6","10","10","10","10","10","10","11","10","10","10","1","1","1","10","10","10","5","5","1"
"a_1688852059029810","married","male","undergraduate","no","4","10","11","10","10","10","10","10","10","10","10","10","10","4","4","4","10","10","10","3","8","1"
"a_1688852059338160","single","male","polytechnics","no","8","10","11","10","10","10","10","10","10","10","10","10","10","8","8","8","10","10","10","7","1","4"
"a_1688852060224990","single","male","master","no","2","10","6","10","10","10","10","10","10","10","11","10","10","2","2","2","10","10","10","5","4","4"
"a_1688852061246170","married","male","undergraduate","no","8","10","11","10","10","10","10","10","10","10","10","10","10","8","8","8","10","10","10","6","5","4"
"a_1688852066074890","single","male","undergraduate","no","4","10","11","10","10","10","10","10","10","10","10","10","10","4","4","4","10","10","10","10","1","4"
"a_1688852066336800","married","male","undergraduate","no","9","10","6","10","10","10","10","10","11","10","10","10","10","9","9","9","10","10","10","2","8","1"
